"result","id","comment","label"
"toxic",4591,"억 아까 그애 귀춉다",1
"toxic",4592,"응",1
"toxic",4593,"2시간 버티면 불금:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:",1
"toxic",4594,"방사능 태풍 아닌가 ㄷㄷ",1
"toxic",4595,"Lㅔ이바검색: 태전픽, 월요일1300만원당첨 팍팍한세상 소통공유합시다.",1
"toxic",4596,"Lㅔ이바검색: 태전픽, 월요일1300만원당첨 팍팍한세상 소통공유합시다.",1
"toxic",4597,"언니 표정이 화난 표정이야ㅋㅋ",1
"toxic",4598,"Lㅔ이바검색: 태전픽, 월요일1300만원당첨",1
"toxic",4599,"뉴스 보니 생맥주 땡긴다 마시러간다",1
"toxic",4600,"맛있는사과랑 복숭아를 못먹넹..",1
"toxic",4601,"임신해서 먹고싶어도 후덜덜하더라고요...",1
"toxic",4602,"구라청",1
"toxic",4603,"야 날씨시원하다 빨리후쿠시마산 회먹어야되겠다 빨리먹어서 없에야합니다 우파동지며러분.",1
"toxic",4604,"수산물? 일본은 걱정 안합니다 !!중국, 홍콩 물량까지 한국이 다 수입할거라 믿기 때문이죠!!! 왜냐 윤석렬이잖아요... 자랑스런...",1
"toxic",4605,"방사능 오염으로 애를 못낳게 인구절벽 한국을 멸할계획이었군!! 대단한데 일본~~",1
"toxic",4606,"제 2의 동일본 대지진,태풍, 쓰나미로 핵 오염수를 일본 열도에 다 덮기를 기원합니다. 아멘!!",1
"toxic",4607,"여름내내 폭염 ᆢ태풍 ᆢ비 아무일도 못하게 만드는 요인 ᆢ",1
"toxic",4608,"بكون بشار مانام الليل😂😂💚✌",1
"toxic",4609,"لازم تقوم اهل لشام وتسكر لساحات",1
"toxic",4610,"اللله معكم ونحن عم ندعي لكن استمروا لا تخافوا وضلوا ابد وحده يا عالم النصر النصر يااااا رب",1
"toxic",4611,"الله ينصركم",1
"toxic",4612,"اعذرو العلوين بسبب خطابات قادة الثورة العنصرية خوفوهم هذا اكبر غلط بفشل الثورة",1
"toxic",4613,"من حماة أم النواعيرررررر ...... تحياتي ل جميع محافظات سوريآ .... الله أكبر والعزة الله ✌️😎حماة ....تنتفض مظاهرة مليونية ...تستهدف عصابات لأسد في حماة أم النواعيررررررررر ✌️😎 أستهداف مليون جندي",1
"toxic",4614,"سوف اجعل قبر حافظ مرحاض لنا",1
"toxic",4615,"اضراب وانشقاق من اجل الحريه للمعتقلين",1
"toxic",4616,"خروج مدينة جرمانا بدمشق الله اكبر",1
"toxic",4617,"انشقاق ضباط بالحرس الجمهوري وأغلبهم علوية",1
"toxic",4618,"يارب",1
"toxic",4619,"حموية ههههه",1
"toxic",4620,"سلام عليكم",1
"toxic",4621,"بربكك",1
"toxic",4724,"ga liat khufra",1
"toxic",4622,"ياجماعة في مظاهرات بدير الزور تنادي باسقاط النظام منها في منطقة العزبة",1
"toxic",4623,"بشار مش سائل عن حالو عم يقول وين اخبي المصاري😂ههههههه",1
"toxic",4624,"لازم تبلش اضرابات بجميع محافظات سورية",1
"toxic",4625,"المهم انو اليوم خيبة امل كبيرة عند اتباع بشار كانو مفكرين انو الثورة خلصت",1
"toxic",4626,"الثوره مستمره الحمد لله وراح يصقت الجحش أن شاء لله",1
"toxic",4627,"🥀🥀🥀",1
"toxic",4628,"كفو ولله",1
"toxic",4629,"والنعم منك قلبي ثورة حتى النصر 💚✌️🌷🥰😍",1
"toxic",4630,"حدا من حمص يحكي ويقول شو صير",1
"toxic",4631,"الله نصركم على بشار",1
"toxic",4632,"الله ينصر ✌️✌️✌️😌",1
"toxic",4633,"مها مها❤❤❤",1
"toxic",4634,"خروج مدينة جرمانا بدمشق",1
"toxic",4635,"تحيه من الجليل",1
"toxic",4636,"في مظاهرات بحماة؟",1
"toxic",4637,"يارب",1
"toxic",4638,"قولو الله يارجال",1
"toxic",4639,"الشعب يريد اعدام الاسد وحاشيته",1
"toxic",4640,"انا اشاهد البث من تركيا الله ينصركم",1
"toxic",4641,"بما انو خرجت الثورة من السويداء وليس درعا انا ايدها رغم اني لم اكن ايد ثورة المرتزقة القديمة",1
"toxic",4642,"الله سوريا .....",1
"toxic",4643,"قريباً البشارون إلى مزبلة التاريخ أخوكم أبو محمد الدليمي",1
"toxic",4644,"شو عم يصير بحمص",1
"toxic",4645,"يسقط بشار البهرزي الكيمياوي",1
"toxic",4646,"حيييهم",1
"toxic",4647,"قامت قامت قامت",1
"toxic",4648,"نصر ئريب",1
"toxic",4649,"طالعين مظهرات ب حمص",1
"toxic",4650,"طرطوس الآن: قوات حماية الثورة تتبنى قتل 11 عنصر من قوات الأمن",1
"toxic",4651,"يا رب 🤲 ثوره العيش الكريم الشعب السوري ينتفض من وجع والقله من يقف مع هذا نظام يكون بلا عقل",1
"toxic",4652,"خروج مدينة جرمانا بدمشق",1
"toxic",4653,"الله ينصرنا",1
"toxic",4654,"دخيل ربك من وين من ادلب",1
"toxic",4655,"الله ثم سوريا ثم حرية 💚✌️😎😌",1
"toxic",4656,"🖤💚🤍✌️✌️✌️✌️",1
"toxic",4657,".",1
"toxic",4658,"Anying emg kocak ini xp sama roamnya",1
"toxic",4659,":body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms:",1
"toxic",4660,"yang kutuk2 box ni bodoh macam walaun. elok je box ni main",1
"toxic",4661,"Tank ape sial baik aim main",1
"toxic",4662,"harusnya max jdi jungle",1
"toxic",4663,"pubg?",1
"toxic",4664,"Ni kalau secret menang nampak sangat lah aim tu yg beban",1
"toxic",4665,"maxx matt berat punggung",1
"toxic",4666,"CASTER KOCAK CAKAP APA TU RANDOM HABISS",1
"toxic",4667,"secret dota2 x boleh，ml sama x boleh，kelakar",1
"toxic",4668,"gg maxxxx",1
"toxic",4669,":face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:",1
"toxic",4670,"neo pasang badan la",1
"toxic",4671,"maxx carry",1
"toxic",4672,"Maxx dan Matt berat punggung gendong pemain malaydesh",1
"toxic",4673,"Alisha buta ke? ka bodo:face-green-smiling::face-green-smiling::face-green-smiling::face-green-smiling:",1
"toxic",4674,"gg mm secret",1
"toxic",4675,"pompuan xyah tgk la...lemah main ml",1
"toxic",4676,"HAHAHA BOX",1
"toxic",4677,"sok tau banggang",1
"toxic",4678,"dia sambil cast dia analyst ko x faham ko iq cetek",1
"toxic",4679,"roamer kocak bukanya ngumpet di rumput",1
"toxic",4680,"Maxx dan Matt berat punggung gendong pemain malaydesh",1
"toxic",4681,"neo neo bukannya nak pasang badan malah sembunyi:face-blue-smiling::face-blue-smiling::face-blue-smiling:",1
"toxic",4682,"CASTER NGOMONG APAAN ANJIR",1
"toxic",4683,"xborg di malay lawak kali dari tadi mentingin kill",1
"toxic",4684,"Xbox dilepaskn why why",1
"toxic",4685,"nonton mpl malay bosen",1
"toxic",4686,"Buta Kah",1
"toxic",4687,"box no impact",1
"toxic",4688,"indoneshsial",1
"toxic",4689,"go srg !!",1
"toxic",4690,"KETARA CASTER TU SOKONG TS WKWKKW",1
"toxic",4691,"refrie minion semcm",1
"toxic",4692,"neo ga prnh ulti",1
"toxic",4693,"lucu",1
"toxic",4694,"Lol",1
"toxic",4695,"malay mainnya lawak 🤣🤣🤣",1
"toxic",4696,"Lol",1
"toxic",4697,"Khufra nub",1
"toxic",4698,"hahahaha lawak tenka",1
"toxic",4699,"jungler nya beban",1
"toxic",4700,"kocak tank malay",1
"toxic",4701,"exp + roam lawak",1
"toxic",4702,"wtf khura ?",1
"toxic",4703,"lawak sial",1
"toxic",4704,"tank lawak",1
"toxic",4705,"Hahahaah tank ape sial",1
"toxic",4706,"😙ya selangor menang!",1
"toxic",4707,"kalah ja ni",1
"toxic",4708,"karrie nya free trs",1
"toxic",4709,"ts bukan gak bagus masih belom ada chemistry . kalo homebois udah mantap",1
"toxic",4710,"bukan gk ada camistry tapi itu roamer sma expnya low mekanik",1
"toxic",4711,"@wanyaw95 my sama id sama aja, gameplaynya aggresif, PH malah boring, terlalu fokus objektif",1
"toxic",4712,"betul",1
"toxic",4713,"jungle my main begitu amat ,",1
"toxic",4714,"apa bgt war nya",1
"toxic",4715,"trizilia ngapain wkwm",1
"toxic",4716,"kupra gg wkwkw",1
"toxic",4717,"kasian max ngendong",1
"toxic",4718,"apa sih ajg roam nya",1
"toxic",4719,"roamernya ke preasure banget 2 kali Flicker buat kabur aj 😂😂",1
"toxic",4720,"wkwk exp roamernya low mekanik",1
"toxic",4721,"nice kembar",1
"toxic",4722,"kelass maxx",1
"toxic",4723,"MAXXX!!!!!!!!!! player indo nih boss",1
"toxic",4725,"neo terlalu depan",1
"toxic",4726,"tapi TERIZLA nya kocak",1
"toxic",4727,"letsgo kembarr",1
"toxic",4728,"core nya masih jauh sih",1
"toxic",4729,"TERIZLA HAHAHAHAHA",1
"toxic",4730,"apasih aim",1
"toxic",4731,"tepuk nyamuk",1
"toxic",4732,"s",1
"toxic",4733,"beda bgt gameplay my ngan id",1
"toxic",4734,"exp nya pun ng bisa tutup",1
"toxic",4735,"kupra terizla kocak wkkw",1
"toxic",4736,"ganti roam tu tak padu",1
"toxic",4737,"roam sama exp nya kurangg",1
"toxic",4738,"khufra kena makan terus",1
"toxic",4739,"hadehhh EXP & ROAM agak kurenggggggggggggg",1
"toxic",4740,"junglernya jugas si wkwk",1
"toxic",4741,"polos bet lewat situ",1
"toxic",4742,"roam beban",1
"toxic",4743,"tank kuproy buka map",1
"toxic",4744,"roam ganti",1
"toxic",4745,"padahal terizla bagian buka map",1
"toxic",4746,"neo poke",1
"toxic",4747,"ayo, ts masih punya chance utk menang ini",1
"toxic",4748,"lord malah ,ngebuff",1
"toxic",4749,"Kasian MATT MAXX GENDONG TIM ECEK""",1
"toxic",4750,"kupra gk perna ulti wkwkw",1
"toxic",4751,"HAHAHAH KOCAK",1
"toxic",4752,"3 beban",1
"toxic",4753,"semoga berjaya kepada team Selangor red Giant 🔥🔥✨",1
"toxic",4754,"kupra sekali ulti malah nepok angin",1
"toxic",4755,"lawak",1
"toxic",4756,"aduhhh tenka",1
"toxic",4757,"max mat kena dark system",1
"toxic",4758,"🥰🥰🥰🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",1
"toxic",4759,"😂😂😂",1
"toxic",4760,"nhi",1
"toxic",4761,"nisha",1
"toxic",4762,"Jay hind",1
"toxic",4763,"chand ke par chlo",1
"toxic",4764,":yougotthis::yougotthis::yougotthis::yougotthis::yougotthis::yougotthis:",1
"toxic",4765,"nahi baat karna hai to bolo",1
"toxic",4766,":body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms:",1
"toxic",4767,":face-blue-wide-eyes::face-blue-wide-eyes:",1
"toxic",4768,"hi Nisha mam",1
"toxic",4769,"what are you doing",1
"toxic",4770,":face-orange-biting-nails::face-orange-biting-nails:",1
"toxic",4771,"😏😏😏",1
"toxic",4772,"अन्धविश्वास हारा ,विज्ञान जीता",1
"toxic",4773,"jay Shri Ram 🚩⚔️🚩⚔️🚩⚔️🚩⚔️🚩🚩🚩🚩⚔️",1
"toxic",4774,"nisha meri hai",1
"toxic",4775,"hi",1
"toxic",4776,"ok bro",1
"toxic",4777,"jay Shri Ram 🚩⚔️🚩⚔️🚩⚔️🚩⚔️🚩⚔️",1
"toxic",4778,"nisha sabka hai",1
"toxic",4779,"kaha gayi nisha",1
"toxic",4780,"सारदा कुंवारी कन्या हो क्या",1
"toxic",4781,"kyo Bhai pakita se ho kya 😂😂",1
"toxic",4782,"nisha se saadi kon karega",1
"toxic",4783,"app hi karlo mai sirf sed karunga",1
"toxic",4784,"ok bye all",1
"toxic",4785,"take care",1
"toxic",4786,"news dekhne aaya hai ya saadi karwane",1
"toxic",4787,"tcc",1
"toxic",4788,"nice😼☺️",1
"toxic",4789,"hii sushma ji",1
"toxic",4790,"kaise hai",1
"toxic",4791,"hi",1
"toxic",4792,"nahi karega koi sadi nisha se",1
"toxic",4793,".🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🦹🦹🦹🇮🇳❤️❤️❤️",1
"toxic",4794,"meri hai madhuri",1
"toxic",4795,"kmkkkkkkkkmmkkkkKmmm🏤🏤🧱🏤🏤",1
"toxic",4796,"jay hind🌹🌹🌹🌹🌹👌👌👌👌👌",1
"toxic",4797,"jay hind🌹🌹🌹🌹🌹👌👌👌👌👌",1
"toxic",4798,":washhands:",1
"toxic",4799,"hello queen",1
"toxic",4800,"जय श्री राम",1
"toxic",4801,"🚩🚩🚩🚩 Jay shree Ram 🔥🔥🔥🔥🔥",1
"toxic",4802,"kha se ho",1
"toxic",4803,"I love ❤❤❤❤❤❤🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳India🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳",1
"toxic",4804,"jay shree ram",1
"toxic",4805,"pp p",1
"toxic",4806,"hello",1
"toxic",4807,"🇳🇪🇳🇪",1
"toxic",4808,"lật kèo hay quá heavy",1
"toxic",4809,"hay",1
"toxic",4810,"hev mãi định",1
"toxic",4811,"teri late mà đc bắn nó khác nào con yorn",1
"toxic",4812,"gà kkk",1
"toxic",4813,"yehhh:yougotthis::yougotthis::yougotthis::yougotthis:",1
"toxic",4814,"lại mất mega:))",1
"toxic",4815,"kk",1
"toxic",4816,"HQ cayy",1
"toxic",4817,"hay",1
"toxic",4818,"lật 3-2",1
"toxic",4819,"ghê",1
"toxic",4820,"triết + boka = còng lưng",1
"toxic",4821,"đánh đau thế ;)",1
"toxic",4822,"Hài",1
"toxic",4823,"hay hay",1
"toxic",4824,"ơ muốn coi Fl đánh :))",1
"toxic",4825,"HQ gà quá",1
"toxic",4826,"lọc fan",1
"toxic",4827,"ăn hên",1
"toxic",4828,"ô kinh ghê",1
"toxic",4829,"tội Triết",1
"toxic",4830,"3 đường vẫn thua :))))",1
"toxic",4831,"cho chừa, nãy vô đánh thì vô hết, bày đặt 2 thằng bắn trụ",1
"toxic",4832,"chủ quan nè con",1
"toxic",4833,"2-1 làm như thắng v mấy cha",1
"toxic",4834,"ao nhay",1
"toxic",4835,"hayyy",1
"toxic",4836,"lật lèo !!!!!",1
"toxic",4837,"!???",1
"toxic",4838,"teeri hottttttttt quaaaaaaaaaaaaa",1
"not toxic",4839,"Triết gánh ghê vc",0
"toxic",4840,"vl",1
"toxic",4841,"2-1",1
"toxic",4842,"máy khâu",1
"toxic",4843,"hay",1
"toxic",4844,"3-1 nha hq ơi",1
"toxic",4845,"quad killll",1
"toxic",4846,"Hay",1
"toxic",4847,"triết lại mất mega",1
"toxic",4848,"aliyah = toi",1
"toxic",4849,"out",1
"toxic",4850,"3_1 cho HQ",1
"toxic",4851,"xuyên tâm lệnh?",1
"toxic",5017,"letsgo kembarr",1
"toxic",4852,"hq đánh chưa đủ kĩ năng, đánh vội",1
"toxic",4853,"Taiyo dô đi",1
"toxic",4854,"pic con sp phế",1
"toxic",4855,"hayyyy quá hevvvv",1
"toxic",4856,"Acàlonbontê",1
"toxic",4857,"Hayyyyyyyyy",1
"toxic",4858,"heat exhaustion make jeollados decease",1
"toxic",4859,"ddddddddddddddddddddddddddddddddd",1
"toxic",4860,"오늘은 그래도 덜 더워요",1
"toxic",4861,"맞아요습도가없어서",1
"toxic",4862,"움직였다",1
"toxic",4863,"일본가라 11호태풍아",1
"toxic",4864,"에 요 ~",1
"toxic",4865,"국민건강과 안전을 최우선??? 하도 갖잖아서 말이 안나오네. 믿어달라꼬? 믿겠끔 했어야 믿어주지?",1
"toxic",4866,"국민건강과 안전을 최우선??? 하도 갖잖아서 말이 안나오네. 믿어달라꼬? 믿겠끔 했어야 믿어주지?",1
"toxic",4867,"궁민 보다, 일본이, 국가 보다, 미국이 우선이 정권 입니다. 믿어주세요. ㅋㅋㅋ",1
"toxic",4868,"네이바검색: 태전픽, 월요일1300만원당첨 팍팍한세상 소통공유합시다.",1
"toxic",4869,"""오염수 방류? 대통령님 생각 바꾸세요!"" 지구를 사랑한 어린이가 尹에 보낸 편지 - 신장식 [신장식의 뉴스 하이킥], MBC 230823 방송, <ㅡ여기가서 어린아이 편지좀 들어봐라, 대통령하고 국민의힘당",1
"toxic",4870,"""오염수 방류? 대통령님 생각 바꾸세요!"" 지구를 사랑한 어린이가 尹에 보낸 편지 - 신장식 [신장식의 뉴스 하이킥], MBC 230823 방송, <ㅡ여기가서 어린아이 편지좀 들어봐라, 대통령하고 국민의힘당",1
"toxic",4871,"국민의힘",1
"toxic",4872,"처서 가 지났으면 ~더위는 곧 물러간다는 뜻입니다",1
"toxic",4873,"일본이 희석후 방류하는건데 윤통에게 편지는 왜보냄?",1
"toxic",4874,"자우림이개딸이겨",1
"toxic",4875,"중국이 지난 20년동안 한반도 서해 마주보고 주루룩 배치된 핵발전소에서 후쿠시마 방류수 몇배가되는 핵처리수 삼중수소 기준 맞췄다고해서 배출해왔는데, 왜 일본것가지곤 난리지? 난 아무 상관 없다고 생각해. 저게 상관이 있으면 한국만 문제가 아니라 전세계 바라에 흘러드는건데 미국, 유럽은 가만있겠어? 광우뻥2 해보려는 전라도 민주당 참 가증스럽다.",1
"toxic",4876,"중국이 지난 20년동안 한반도 서해 마주보고 주루룩 배치된 핵발전소에서 후쿠시마 방류수 몇배가되는 핵처리수 삼중수소 기준 맞췄다고해서 배출해왔는데, 왜 일본것가지곤 난리지? 난 아무 상관 없다고 생각해. 저게 상관이 있으면 한국만 문제가 아니라 전세계 바라에 흘러드는건데 미국, 유럽은 가만있겠어? 광우뻥2 해보려는 전라도 민주당 참 가증스럽다.",1
"toxic",4877,"중국이 지난 20년동안 한반도 서해 마주보고 주루룩 배치된 핵발전소에서 후쿠시마 방류수 몇배가되는 핵처리수 삼중수소 기준 맞췄다고해서 배출해왔는데, 왜 일본것가지곤 난리지? 난 아무 상관 없다고 생각해. 저게 상관이 있으면 한국만 문제가 아니라 전세계 바라에 흘러드는건데 미국, 유럽은 가만있겠어? 광우뻥2 해보려는 전라도 민주당 참 가증스럽다.",1
"toxic",4878,"비싸면 안먹으면돼",1
"toxic",4879,"Lㅔ이바검색: 태전픽, 월요일1300만원당첨 팍팍한세상 소통공유합시다.",1
"toxic",4880,"문정권 지난 5년은 흉측하기가 인간이 아니였다.어찌 임기 몇달 않남은 현직대통령까지 거짓 주장으로 파면하냐 그죄 지금 너들이 차차 다 받을것이다",1
"toxic",4881,"억 아까 그애 귀춉다",1
"toxic",4882,"응",1
"toxic",4883,"2시간 버티면 불금:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:",1
"toxic",4884,"방사능 태풍 아닌가 ㄷㄷ",1
"toxic",4885,"Lㅔ이바검색: 태전픽, 월요일1300만원당첨 팍팍한세상 소통공유합시다.",1
"toxic",4886,"Lㅔ이바검색: 태전픽, 월요일1300만원당첨 팍팍한세상 소통공유합시다.",1
"toxic",4887,"언니 표정이 화난 표정이야ㅋㅋ",1
"toxic",4888,"Lㅔ이바검색: 태전픽, 월요일1300만원당첨",1
"toxic",4889,"뉴스 보니 생맥주 땡긴다 마시러간다",1
"toxic",4890,"맛있는사과랑 복숭아를 못먹넹..",1
"toxic",4891,"임신해서 먹고싶어도 후덜덜하더라고요...",1
"toxic",4892,"구라청",1
"toxic",4893,"야 날씨시원하다 빨리후쿠시마산 회먹어야되겠다 빨리먹어서 없에야합니다 우파동지며러분.",1
"toxic",4894,"수산물? 일본은 걱정 안합니다 !!중국, 홍콩 물량까지 한국이 다 수입할거라 믿기 때문이죠!!! 왜냐 윤석렬이잖아요... 자랑스런...",1
"toxic",4895,"방사능 오염으로 애를 못낳게 인구절벽 한국을 멸할계획이었군!! 대단한데 일본~~",1
"toxic",4896,"제 2의 동일본 대지진,태풍, 쓰나미로 핵 오염수를 일본 열도에 다 덮기를 기원합니다. 아멘!!",1
"toxic",4897,"여름내내 폭염 ᆢ태풍 ᆢ비 아무일도 못하게 만드는 요인 ᆢ",1
"toxic",4898,"بكون بشار مانام الليل😂😂💚✌",1
"toxic",4899,"لازم تقوم اهل لشام وتسكر لساحات",1
"toxic",4900,"اللله معكم ونحن عم ندعي لكن استمروا لا تخافوا وضلوا ابد وحده يا عالم النصر النصر يااااا رب",1
"toxic",4901,"الله ينصركم",1
"toxic",4902,"اعذرو العلوين بسبب خطابات قادة الثورة العنصرية خوفوهم هذا اكبر غلط بفشل الثورة",1
"toxic",4903,"من حماة أم النواعيرررررر ...... تحياتي ل جميع محافظات سوريآ .... الله أكبر والعزة الله ✌️😎حماة ....تنتفض مظاهرة مليونية ...تستهدف عصابات لأسد في حماة أم النواعيررررررررر ✌️😎 أستهداف مليون جندي",1
"toxic",4904,"سوف اجعل قبر حافظ مرحاض لنا",1
"toxic",4905,"اضراب وانشقاق من اجل الحريه للمعتقلين",1
"toxic",4906,"خروج مدينة جرمانا بدمشق الله اكبر",1
"toxic",4907,"انشقاق ضباط بالحرس الجمهوري وأغلبهم علوية",1
"toxic",4908,"يارب",1
"toxic",4909,"حموية ههههه",1
"toxic",4910,"سلام عليكم",1
"toxic",4911,"بربكك",1
"toxic",4912,"ياجماعة في مظاهرات بدير الزور تنادي باسقاط النظام منها في منطقة العزبة",1
"toxic",4913,"بشار مش سائل عن حالو عم يقول وين اخبي المصاري😂ههههههه",1
"toxic",4914,"لازم تبلش اضرابات بجميع محافظات سورية",1
"toxic",4915,"المهم انو اليوم خيبة امل كبيرة عند اتباع بشار كانو مفكرين انو الثورة خلصت",1
"toxic",4916,"الثوره مستمره الحمد لله وراح يصقت الجحش أن شاء لله",1
"toxic",4917,"🥀🥀🥀",1
"toxic",4918,"كفو ولله",1
"toxic",4919,"والنعم منك قلبي ثورة حتى النصر 💚✌️🌷🥰😍",1
"toxic",4920,"حدا من حمص يحكي ويقول شو صير",1
"toxic",4921,"الله نصركم على بشار",1
"toxic",4922,"الله ينصر ✌️✌️✌️😌",1
"toxic",4923,"مها مها❤❤❤",1
"toxic",4924,"خروج مدينة جرمانا بدمشق",1
"toxic",4925,"تحيه من الجليل",1
"toxic",4926,"في مظاهرات بحماة؟",1
"toxic",4927,"يارب",1
"toxic",4928,"قولو الله يارجال",1
"toxic",4929,"الشعب يريد اعدام الاسد وحاشيته",1
"toxic",4930,"انا اشاهد البث من تركيا الله ينصركم",1
"toxic",4931,"بما انو خرجت الثورة من السويداء وليس درعا انا ايدها رغم اني لم اكن ايد ثورة المرتزقة القديمة",1
"toxic",4932,"الله سوريا .....",1
"toxic",4933,"قريباً البشارون إلى مزبلة التاريخ أخوكم أبو محمد الدليمي",1
"toxic",4934,"شو عم يصير بحمص",1
"toxic",4935,"يسقط بشار البهرزي الكيمياوي",1
"toxic",4936,"حيييهم",1
"toxic",4937,"قامت قامت قامت",1
"toxic",4938,"نصر ئريب",1
"toxic",4939,"طالعين مظهرات ب حمص",1
"toxic",4940,"طرطوس الآن: قوات حماية الثورة تتبنى قتل 11 عنصر من قوات الأمن",1
"toxic",4941,"يا رب 🤲 ثوره العيش الكريم الشعب السوري ينتفض من وجع والقله من يقف مع هذا نظام يكون بلا عقل",1
"toxic",4942,"خروج مدينة جرمانا بدمشق",1
"toxic",4943,"الله ينصرنا",1
"toxic",4944,"دخيل ربك من وين من ادلب",1
"toxic",4945,"الله ثم سوريا ثم حرية 💚✌️😎😌",1
"toxic",4946,"🖤💚🤍✌️✌️✌️✌️",1
"toxic",4947,".",1
"toxic",4948,"Anying emg kocak ini xp sama roamnya",1
"toxic",4949,":body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms::body-blue-raised-arms:",1
"toxic",4950,"yang kutuk2 box ni bodoh macam walaun. elok je box ni main",1
"toxic",4951,"Tank ape sial baik aim main",1
"toxic",4952,"harusnya max jdi jungle",1
"toxic",4953,"pubg?",1
"toxic",4954,"Ni kalau secret menang nampak sangat lah aim tu yg beban",1
"toxic",4955,"maxx matt berat punggung",1
"toxic",4956,"CASTER KOCAK CAKAP APA TU RANDOM HABISS",1
"toxic",4957,"secret dota2 x boleh，ml sama x boleh，kelakar",1
"toxic",4958,"gg maxxxx",1
"toxic",4959,":face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:",1
"toxic",4960,"neo pasang badan la",1
"toxic",4961,"maxx carry",1
"toxic",4962,"Maxx dan Matt berat punggung gendong pemain malaydesh",1
"toxic",4963,"Alisha buta ke? ka bodo:face-green-smiling::face-green-smiling::face-green-smiling::face-green-smiling:",1
"toxic",4964,"gg mm secret",1
"toxic",4965,"pompuan xyah tgk la...lemah main ml",1
"toxic",4966,"HAHAHA BOX",1
"toxic",4967,"sok tau banggang",1
"toxic",4968,"dia sambil cast dia analyst ko x faham ko iq cetek",1
"toxic",4969,"roamer kocak bukanya ngumpet di rumput",1
"toxic",4970,"Maxx dan Matt berat punggung gendong pemain malaydesh",1
"toxic",4971,"neo neo bukannya nak pasang badan malah sembunyi:face-blue-smiling::face-blue-smiling::face-blue-smiling:",1
"toxic",4972,"CASTER NGOMONG APAAN ANJIR",1
"toxic",4973,"xborg di malay lawak kali dari tadi mentingin kill",1
"toxic",4974,"Xbox dilepaskn why why",1
"toxic",4975,"nonton mpl malay bosen",1
"toxic",4976,"Buta Kah",1
"toxic",4977,"box no impact",1
"toxic",4978,"indoneshsial",1
"toxic",4979,"go srg !!",1
"toxic",4980,"KETARA CASTER TU SOKONG TS WKWKKW",1
"toxic",4981,"refrie minion semcm",1
"toxic",4982,"neo ga prnh ulti",1
"toxic",4983,"lucu",1
"toxic",4984,"Lol",1
"toxic",4985,"malay mainnya lawak 🤣🤣🤣",1
"toxic",4986,"Lol",1
"toxic",4987,"Khufra nub",1
"toxic",4988,"hahahaha lawak tenka",1
"toxic",4989,"jungler nya beban",1
"toxic",4990,"kocak tank malay",1
"toxic",4991,"exp + roam lawak",1
"toxic",4992,"wtf khura ?",1
"toxic",4993,"lawak sial",1
"toxic",4994,"tank lawak",1
"toxic",4995,"Hahahaah tank ape sial",1
"toxic",4996,"😙ya selangor menang!",1
"toxic",4997,"kalah ja ni",1
"toxic",4998,"karrie nya free trs",1
"toxic",4999,"ts bukan gak bagus masih belom ada chemistry . kalo homebois udah mantap",1
"toxic",5000,"bukan gk ada camistry tapi itu roamer sma expnya low mekanik",1
"toxic",5001,"@wanyaw95 my sama id sama aja, gameplaynya aggresif, PH malah boring, terlalu fokus objektif",1
"toxic",5002,"betul",1
"toxic",5003,"jungle my main begitu amat ,",1
"toxic",5004,"apa bgt war nya",1
"toxic",5005,"trizilia ngapain wkwm",1
"toxic",5006,"kupra gg wkwkw",1
"toxic",5007,"kasian max ngendong",1
"toxic",5008,"apa sih ajg roam nya",1
"toxic",5009,"roamernya ke preasure banget 2 kali Flicker buat kabur aj 😂😂",1
"toxic",5010,"wkwk exp roamernya low mekanik",1
"toxic",5011,"nice kembar",1
"toxic",5012,"kelass maxx",1
"toxic",5013,"MAXXX!!!!!!!!!! player indo nih boss",1
"toxic",5014,"ga liat khufra",1
"toxic",5015,"neo terlalu depan",1
"toxic",5016,"tapi TERIZLA nya kocak",1
"toxic",5018,"core nya masih jauh sih",1
"toxic",5019,"TERIZLA HAHAHAHAHA",1
"toxic",5020,"apasih aim",1
"toxic",5021,"tepuk nyamuk",1
"toxic",5022,"s",1
"toxic",5023,"beda bgt gameplay my ngan id",1
"toxic",5024,"exp nya pun ng bisa tutup",1
"toxic",5025,"kupra terizla kocak wkkw",1
"toxic",5026,"ganti roam tu tak padu",1
"toxic",5027,"roam sama exp nya kurangg",1
"toxic",5028,"khufra kena makan terus",1
"toxic",5029,"hadehhh EXP & ROAM agak kurenggggggggggggg",1
"toxic",5030,"junglernya jugas si wkwk",1
